ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE_YEARS,YEARS_EMPLOYED,months_on_record,max_dpd,avg_dpd,num_late_payments,TARGET
5041650,1,1,1,1,270000.0,1,1,1,4,0,1,0,2,3,38.8,4.8,9,0,0.0,0,0
5041653,1,1,1,2,135000.0,0,1,1,4,0,0,0,2,4,32.8,7.8,37,0,0.0,0,0
5041654,1,0,1,0,99000.0,0,1,1,4,0,1,0,0,2,54.9,0.8,14,0,0.0,0,0
5041655,1,0,1,0,99000.0,0,1,1,4,0,1,0,0,2,54.9,0.8,33,0,0.0,0,0
5041661,1,1,1,1,333000.0,1,3,1,4,0,0,0,3,3,31.6,4.4,6,0,0.0,0,0
5041662,1,1,1,1,333000.0,1,3,1,4,0,0,0,3,3,31.6,4.4,54,1,0.018518518518518517,1,0
5041663,1,1,1,1,333000.0,1,3,1,4,0,0,0,3,3,31.6,4.4,13,0,0.0,0,0
5041664,1,1,1,1,333000.0,1,3,1,4,0,0,0,3,3,31.6,4.4,22,0,0.0,0,0
5041665,1,1,1,1,333000.0,1,3,1,4,0,0,0,3,3,31.6,4.4,47,0,0.0,0,0
5041666,1,1,1,1,333000.0,1,3,1,4,0,0,0,3,3,31.6,4.4,40,0,0.0,0,0
5041668,1,1,1,1,333000.0,1,3,1,4,0,0,0,3,3,31.6,4.4,6,0,0.0,0,0
5041669,1,1,1,1,333000.0,1,3,1,4,0,0,0,3,3,31.6,4.4,6,0,0.0,0,0
5041670,1,1,1,1,333000.0,1,3,1,4,0,0,0,3,3,31.6,4.4,6,0,0.0,0,0
5041672,1,1,1,1,333000.0,1,3,1,4,0,0,0,3,3,31.6,4.4,22,0,0.0,0,0
5041674,1,1,1,1,333000.0,1,3,1,4,0,0,0,3,3,31.6,4.4,39,1,0.05128205128205128,2,0
5041675,1,1,1,1,333000.0,1,3,1,4,0,0,0,3,3,31.6,4.4,30,0,0.0,0,0
5041676,1,1,1,1,333000.0,1,3,1,4,0,0,0,3,3,31.6,4.4,30,0,0.0,0,0
5041677,1,1,1,1,333000.0,1,3,1,4,0,0,0,3,3,31.6,4.4,6,0,0.0,0,0
5041678,1,1,1,1,333000.0,1,3,1,4,0,0,0,3,3,31.6,4.4,6,0,0.0,0,0
5041679,1,0,0,0,94500.0,2,1,1,4,0,1,0,18,2,58.9,0.0,42,0,0.0,0,0
5041680,1,0,0,0,94500.0,2,1,1,4,0,1,0,18,2,58.9,0.0,42,0,0.0,0,0
5041681,1,0,0,0,94500.0,2,1,1,4,0,1,0,18,2,58.9,0.0,12,1,0.08333333333333333,1,0
5041682,1,0,0,0,94500.0,2,1,1,4,0,1,0,18,2,58.9,0.0,26,0,0.0,0,0
5041689,1,0,1,0,315000.0,0,1,0,4,0,0,0,6,1,28.5,2.8,9,0,0.0,0,0
5041690,1,0,1,0,315000.0,0,1,0,4,0,0,0,6,1,28.5,2.8,6,0,0.0,0,0
5097171,1,0,1,0,315000.0,0,1,0,4,0,0,0,6,1,28.5,2.8,9,0,0.0,0,0
5041691,1,0,1,1,135000.0,0,2,1,4,0,0,0,1,3,38.6,4.4,11,0,0.0,0,0
5041692,1,0,1,1,135000.0,0,2,1,4,0,0,0,1,3,38.6,4.4,9,0,0.0,0,0
5041693,1,0,1,1,135000.0,0,2,1,4,0,0,0,1,3,38.6,4.4,10,0,0.0,0,0
5041695,1,1,0,0,342000.0,3,3,0,4,0,0,0,1,1,33.4,10.4,22,0,0.0,0,0
5041697,1,1,0,0,342000.0,3,3,0,4,0,0,0,1,1,33.4,10.4,31,0,0.0,0,0
5041699,1,1,0,0,342000.0,3,3,0,4,0,0,0,1,1,33.4,10.4,21,0,0.0,0,0
5041702,1,1,0,0,342000.0,3,3,0,4,0,0,0,1,1,33.4,10.4,22,0,0.0,0,0
5041703,1,1,0,0,342000.0,3,3,0,4,0,0,0,1,1,33.4,10.4,26,0,0.0,0,0
5041704,1,1,0,0,342000.0,3,3,0,4,0,0,0,1,1,33.4,10.4,7,0,0.0,0,0
5041708,0,1,1,3,180000.0,0,1,1,4,1,1,0,5,5,38.9,2.3,24,0,0.0,0,0
5041709,0,1,1,3,180000.0,0,1,1,4,1,1,0,5,5,38.9,2.3,24,0,0.0,0,0
5041710,0,1,1,3,180000.0,0,1,1,4,1,1,0,5,5,38.9,2.3,2,0,0.0,0,0
5041711,0,1,1,3,180000.0,0,1,1,4,1,1,0,5,5,38.9,2.3,26,1,0.038461538461538464,1,0
5041712,0,1,1,3,180000.0,0,1,1,4,1,1,0,5,5,38.9,2.3,25,1,0.04,1,0
5041713,0,1,1,3,180000.0,0,1,1,4,1,1,0,5,5,38.9,2.3,24,0,0.0,0,0
5041714,0,1,1,3,180000.0,0,1,1,4,1,1,0,5,5,38.9,2.3,24,0,0.0,0,0
5041715,0,1,1,3,180000.0,0,1,1,4,1,1,0,5,5,38.9,2.3,14,0,0.0,0,0
5097174,0,1,1,3,180000.0,0,1,1,4,1,1,0,5,5,38.9,2.3,16,0,0.0,0,0
5041716,1,0,1,0,315000.0,1,3,1,4,0,0,0,0,2,36.7,2.0,3,0,0.0,0,0
5041717,1,0,1,0,315000.0,1,3,1,4,0,0,0,0,2,36.7,2.0,43,1,0.046511627906976744,2,0
5041718,1,0,1,0,202500.0,3,3,1,4,0,1,0,5,2,30.5,1.8,23,0,0.0,0,0
5041719,1,0,1,0,202500.0,3,3,1,4,0,1,0,5,2,30.5,1.8,12,1,0.16666666666666666,2,0
5041720,1,0,1,0,202500.0,3,3,1,4,0,1,0,5,2,30.5,1.8,12,1,0.16666666666666666,2,0
5041721,1,0,1,0,202500.0,3,3,1,4,0,1,0,5,2,30.5,1.8,12,1,0.16666666666666666,2,0
5097185,1,0,1,0,202500.0,3,3,1,4,0,1,0,5,2,30.5,1.8,12,1,0.16666666666666666,2,0
5041722,1,1,1,0,225000.0,0,3,1,4,0,0,0,5,2,47.6,15.1,47,0,0.0,0,0
5041723,1,1,1,0,225000.0,0,3,1,4,0,0,0,5,2,47.6,15.1,43,0,0.0,0,0
5041724,1,1,1,0,225000.0,0,3,1,4,0,0,0,5,2,47.6,15.1,19,0,0.0,0,0
5041725,1,1,1,0,81000.0,0,1,1,4,1,0,0,1,2,36.1,2.1,11,0,0.0,0,0
5041726,1,1,1,0,81000.0,0,1,1,4,1,0,0,1,2,36.1,2.1,25,0,0.0,0,0
5041727,1,1,1,0,81000.0,0,1,1,4,1,0,0,1,2,36.1,2.1,13,0,0.0,0,0
5041728,1,1,1,0,81000.0,0,1,1,4,1,0,0,1,2,36.1,2.1,23,0,0.0,0,0
5041729,1,1,1,0,81000.0,0,1,1,4,1,0,0,1,2,36.1,2.1,11,0,0.0,0,0
5097050,1,1,1,0,81000.0,0,1,1,4,1,0,0,1,2,36.1,2.1,12,0,0.0,0,0
5097051,1,1,1,0,81000.0,0,1,1,4,1,0,0,1,2,36.1,2.1,17,0,0.0,0,0
5041733,0,0,1,1,157500.0,0,1,1,4,0,0,0,2,3,34.5,1.0,3,0,0.0,0,0
5041734,0,0,1,1,157500.0,0,1,1,4,0,0,0,2,3,34.5,1.0,26,0,0.0,0,0
5041735,0,0,1,1,157500.0,0,1,1,4,0,0,0,2,3,34.5,1.0,12,0,0.0,0,0
5041736,0,0,1,1,157500.0,0,1,1,4,0,0,0,2,3,34.5,1.0,9,0,0.0,0,0
5041737,0,0,1,1,157500.0,0,1,1,4,0,0,0,2,3,34.5,1.0,9,0,0.0,0,0
5041738,0,0,1,1,157500.0,0,1,1,4,0,0,0,2,3,34.5,1.0,40,0,0.0,0,0
5041739,0,0,1,1,157500.0,0,1,1,4,0,0,0,2,3,34.5,1.0,38,0,0.0,0,0
5041740,0,0,1,1,157500.0,0,1,1,4,0,0,0,2,3,34.5,1.0,25,0,0.0,0,0
5041741,0,0,1,1,157500.0,0,1,1,4,0,0,0,2,3,34.5,1.0,13,0,0.0,0,0
5041742,0,0,1,1,157500.0,0,1,1,4,0,0,0,2,3,34.5,1.0,6,0,0.0,0,0
5041750,1,0,1,0,270000.0,1,1,0,4,0,1,0,1,1,54.7,10.6,12,0,0.0,0,0
5097057,1,0,1,0,270000.0,1,1,0,4,0,1,0,1,1,54.7,10.6,12,0,0.0,0,0
5041753,1,0,1,0,157500.0,3,3,1,4,0,1,0,3,2,41.5,10.0,15,0,0.0,0,0
5041754,1,0,1,0,157500.0,3,3,1,4,0,1,0,3,2,41.5,10.0,15,0,0.0,0,0
5041755,1,0,1,0,157500.0,3,3,1,4,0,1,0,3,2,41.5,10.0,30,0,0.0,0,0
5041757,1,0,1,0,157500.0,3,3,1,4,0,1,0,3,2,41.5,10.0,15,0,0.0,0,0
5041758,1,0,1,0,157500.0,3,3,1,4,0,1,0,3,2,41.5,10.0,15,0,0.0,0,0
5041759,1,0,1,0,157500.0,3,3,1,4,0,1,0,3,2,41.5,10.0,15,0,0.0,0,0
5041760,1,0,1,0,157500.0,3,3,1,4,0,1,0,3,2,41.5,10.0,30,0,0.0,0,0
5041761,1,0,1,0,157500.0,3,3,1,4,0,1,0,3,2,41.5,10.0,15,0,0.0,0,0
5041762,1,0,1,0,157500.0,3,3,1,4,0,1,0,3,2,41.5,10.0,14,0,0.0,0,0
5041764,1,1,0,0,135000.0,2,3,1,4,0,0,0,18,2,56.5,0.0,3,0,0.0,0,0
5041766,1,1,0,0,135000.0,2,3,1,4,0,0,0,18,2,56.5,0.0,24,0,0.0,0,0
5041767,1,1,0,0,135000.0,2,3,1,4,0,0,0,18,2,56.5,0.0,5,0,0.0,0,0
5041769,1,1,0,0,315000.0,3,3,1,4,1,0,0,3,2,49.1,27.3,11,0,0.0,0,0
5041770,1,1,0,0,315000.0,3,3,1,4,1,0,0,3,2,49.1,27.3,11,0,0.0,0,0
5041773,1,1,0,3,135000.0,0,3,1,4,1,1,0,1,5,37.0,12.3,18,0,0.0,0,0
5041775,1,1,0,3,135000.0,0,3,1,4,1,1,0,1,5,37.0,12.3,18,0,0.0,0,0
5041776,1,1,0,3,135000.0,0,3,1,4,1,1,0,1,5,37.0,12.3,18,0,0.0,0,0
5041777,1,1,0,3,135000.0,0,3,1,4,1,1,0,1,5,37.0,12.3,6,0,0.0,0,0
5041778,1,1,0,3,135000.0,0,3,1,4,1,1,0,1,5,37.0,12.3,12,0,0.0,0,0
5041779,1,1,0,3,135000.0,0,3,1,4,1,1,0,1,5,37.0,12.3,11,0,0.0,0,0
5041780,0,0,0,2,180000.0,0,1,1,4,1,0,0,18,4,41.0,1.1,18,0,0.0,0,0
5041781,0,0,0,2,180000.0,0,1,1,4,1,0,0,18,4,41.0,1.1,4,0,0.0,0,0
5041786,1,0,0,0,67500.0,3,1,1,4,0,0,0,2,2,34.7,1.0,32,0,0.0,0,0
5041787,0,1,0,0,99000.0,0,1,1,4,1,0,0,4,2,57.6,3.4,13,0,0.0,0,0
5041788,0,1,0,0,99000.0,0,1,1,4,1,0,0,4,2,57.6,3.4,12,0,0.0,0,0
5041789,0,1,0,0,99000.0,0,1,1,4,1,0,0,4,2,57.6,3.4,12,0,0.0,0,0
5041790,0,0,0,0,225000.0,0,2,1,4,1,0,0,4,2,27.1,0.8,19,0,0.0,0,0
5041791,0,0,0,0,225000.0,0,2,1,4,1,0,0,4,2,27.1,0.8,35,0,0.0,0,0
5041792,0,0,0,0,225000.0,0,2,1,4,1,0,0,4,2,27.1,0.8,35,0,0.0,0,0
5041793,0,0,0,0,225000.0,0,2,1,4,1,0,0,4,2,27.1,0.8,35,0,0.0,0,0
5041794,0,0,0,0,225000.0,0,2,1,4,1,0,0,4,2,27.1,0.8,35,0,0.0,0,0
5097093,0,0,0,0,225000.0,0,2,1,4,1,0,0,4,2,27.1,0.8,11,0,0.0,0,0
5041797,1,0,0,0,211500.0,0,1,1,4,0,0,0,10,2,43.7,0.8,30,0,0.0,0,0
5041798,1,0,0,0,211500.0,0,1,1,4,0,0,0,10,2,43.7,0.8,36,0,0.0,0,0
5041799,1,0,0,0,211500.0,0,1,1,4,0,0,0,10,2,43.7,0.8,17,0,0.0,0,0
5041802,1,0,0,0,90000.0,0,1,1,4,0,1,0,0,2,44.8,10.7,7,0,0.0,0,0
5041803,1,0,0,0,90000.0,0,1,1,4,0,1,0,0,2,44.8,10.7,18,0,0.0,0,0
5041806,1,0,0,0,90000.0,0,1,1,4,0,1,0,0,2,44.8,10.7,14,0,0.0,0,0
5041807,1,0,0,0,90000.0,0,1,1,4,0,1,0,0,2,44.8,10.7,31,0,0.0,0,0
5041808,1,0,0,0,90000.0,0,1,1,4,0,1,0,0,2,44.8,10.7,7,0,0.0,0,0
5041809,1,0,0,0,90000.0,0,1,1,4,0,1,0,0,2,44.8,10.7,16,0,0.0,0,0
5041810,1,0,0,0,90000.0,0,1,1,4,0,1,0,0,2,44.8,10.7,12,0,0.0,0,0
5041811,1,0,0,0,90000.0,0,1,1,4,0,1,0,0,2,44.8,10.7,7,0,0.0,0,0
5097096,1,0,0,0,90000.0,0,1,1,4,0,1,0,0,2,44.8,10.7,16,0,0.0,0,0
5097097,1,0,0,0,90000.0,0,1,1,4,0,1,0,0,2,44.8,10.7,16,0,0.0,0,0
5041812,1,0,0,1,112500.0,1,3,2,4,1,0,0,11,2,40.1,7.8,27,0,0.0,0,0
5041813,1,0,0,1,112500.0,1,3,2,4,1,0,0,11,2,40.1,7.8,27,0,0.0,0,0
5041814,1,0,0,1,112500.0,1,3,2,4,1,0,0,11,2,40.1,7.8,27,0,0.0,0,0
5041815,1,0,0,1,112500.0,1,3,2,4,1,0,0,11,2,40.1,7.8,37,0,0.0,0,0
5097098,1,0,0,1,112500.0,1,3,2,4,1,0,0,11,2,40.1,7.8,27,0,0.0,0,0
5041816,1,1,0,0,112500.0,0,1,1,2,0,1,0,2,2,47.6,2.7,17,0,0.0,0,0
5041817,1,1,0,0,112500.0,0,1,1,2,0,1,0,2,2,47.6,2.7,17,0,0.0,0,0
5041818,1,1,0,0,112500.0,0,1,1,2,0,1,0,2,2,47.6,2.7,3,0,0.0,0,0
5041819,1,1,0,0,112500.0,0,1,1,2,0,1,0,2,2,47.6,2.7,13,0,0.0,0,0
5041820,1,1,0,0,112500.0,0,1,1,2,0,1,0,2,2,47.6,2.7,3,0,0.0,0,0
5041824,1,1,0,0,112500.0,0,1,1,2,0,1,0,2,2,47.6,2.7,16,0,0.0,0,0
5041825,1,1,0,0,112500.0,0,1,1,2,0,1,0,2,2,47.6,2.7,35,0,0.0,0,0
5041826,1,1,0,0,112500.0,0,1,1,2,0,1,0,2,2,47.6,2.7,26,0,0.0,0,0
5041827,1,1,0,0,112500.0,0,1,1,2,0,1,0,2,2,47.6,2.7,16,0,0.0,0,0
5041828,1,1,0,0,112500.0,0,1,1,2,0,1,0,2,2,47.6,2.7,10,0,0.0,0,0
5041830,1,1,0,0,112500.0,0,1,1,2,0,1,0,2,2,47.6,2.7,35,0,0.0,0,0
5041831,1,1,0,0,112500.0,0,1,1,2,0,1,0,2,2,47.6,2.7,16,0,0.0,0,0
5041832,1,1,0,0,112500.0,0,1,1,2,0,1,0,2,2,47.6,2.7,16,0,0.0,0,0
5041833,1,1,0,0,112500.0,0,1,1,2,0,1,0,2,2,47.6,2.7,7,0,0.0,0,0
5041835,1,1,0,0,72000.0,2,1,1,4,0,0,0,18,2,62.1,0.0,52,1,0.07692307692307693,4,0
5041836,1,1,0,0,72000.0,2,1,1,4,0,0,0,18,2,62.1,0.0,27,1,0.037037037037037035,1,0
5041837,1,1,0,0,72000.0,2,1,1,4,0,0,0,18,2,62.1,0.0,25,0,0.0,0,0
5041838,1,1,0,0,72000.0,2,1,1,4,0,0,0,18,2,62.1,0.0,22,0,0.0,0,0
5041839,1,1,0,0,81000.0,1,2,1,4,1,0,0,18,2,47.9,6.4,15,0,0.0,0,0
5041840,1,1,0,0,81000.0,1,2,1,4,1,0,0,18,2,47.9,6.4,13,0,0.0,0,0
5041841,1,1,0,0,81000.0,1,2,1,4,1,0,0,18,2,47.9,6.4,15,0,0.0,0,0
5041842,1,1,0,0,81000.0,1,2,1,4,1,0,0,18,2,47.9,6.4,43,0,0.0,0,0
5041843,1,1,0,0,81000.0,1,2,1,4,1,0,0,18,2,47.9,6.4,15,0,0.0,0,0
5041844,1,1,0,0,81000.0,1,2,1,4,1,0,0,18,2,47.9,6.4,20,0,0.0,0,0
5041845,1,1,0,0,81000.0,1,2,1,4,1,0,0,18,2,47.9,6.4,15,0,0.0,0,0
5041846,1,1,0,0,81000.0,1,2,1,4,1,0,0,18,2,47.9,6.4,51,0,0.0,0,0
5041847,1,1,0,0,81000.0,1,2,1,4,1,0,0,18,2,47.9,6.4,15,0,0.0,0,0
5041848,1,1,0,0,81000.0,1,2,1,4,1,0,0,18,2,47.9,6.4,39,0,0.0,0,0
5041849,1,1,0,0,81000.0,1,2,1,4,1,0,0,18,2,47.9,6.4,15,0,0.0,0,0
5041851,1,1,0,0,81000.0,1,2,1,4,1,0,0,18,2,47.9,6.4,20,0,0.0,0,0
5097100,1,1,0,0,81000.0,1,2,1,4,1,0,0,18,2,47.9,6.4,2,0,0.0,0,0
5041852,0,1,0,0,112500.0,2,1,3,4,0,1,0,18,2,60.2,0.0,28,0,0.0,0,0
5041853,0,1,0,0,112500.0,2,1,3,4,0,1,0,18,2,60.2,0.0,32,0,0.0,0,0
5041854,0,1,0,0,112500.0,2,1,3,4,0,1,0,18,2,60.2,0.0,1,0,0.0,0,0
5041855,0,1,0,0,112500.0,2,1,3,4,0,1,0,18,2,60.2,0.0,58,0,0.0,0,0
5041856,0,1,0,0,112500.0,2,1,3,4,0,1,0,18,2,60.2,0.0,1,0,0.0,0,0
5041857,0,1,0,0,112500.0,2,1,3,4,0,1,0,18,2,60.2,0.0,1,0,0.0,0,0
5041858,0,1,0,0,112500.0,2,1,3,4,0,1,0,18,2,60.2,0.0,56,0,0.0,0,0
5041859,0,1,0,0,112500.0,2,1,3,4,0,1,0,18,2,60.2,0.0,37,0,0.0,0,0
5041863,1,0,0,0,202500.0,1,3,4,4,1,1,0,18,1,54.6,18.1,39,0,0.0,0,0
5041864,1,0,0,0,202500.0,1,3,4,4,1,1,0,18,1,54.6,18.1,25,0,0.0,0,0
5041865,1,0,0,0,202500.0,1,3,4,4,1,1,0,18,1,54.6,18.1,25,0,0.0,0,0
5041866,0,0,0,1,112500.0,0,1,1,4,1,0,0,18,3,43.2,6.4,13,0,0.0,0,0
5041868,0,0,0,1,112500.0,0,1,1,4,1,0,0,18,3,43.2,6.4,22,0,0.0,0,0
5041869,0,1,0,0,99000.0,3,1,1,4,1,1,0,1,2,53.2,1.4,4,1,0.25,1,0
5041873,1,0,0,0,67500.0,2,1,4,2,0,0,0,18,1,60.4,0.0,16,1,0.0625,1,0
5041874,1,0,0,0,67500.0,2,1,4,2,0,0,0,18,1,60.4,0.0,12,0,0.0,0,0
5041875,1,0,0,0,67500.0,2,1,4,2,0,0,0,18,1,60.4,0.0,3,0,0.0,0,0
5041880,0,0,0,0,112500.0,0,1,3,1,0,0,0,18,2,40.5,6.9,35,0,0.0,0,0
5041881,0,0,0,0,112500.0,0,1,3,1,0,0,0,18,2,40.5,6.9,4,0,0.0,0,0
5041882,0,0,0,0,112500.0,0,1,3,1,0,0,0,18,2,40.5,6.9,4,0,0.0,0,0
5041883,1,1,0,3,112500.0,0,3,1,4,0,0,0,18,5,30.5,1.1,48,0,0.0,0,0
5041884,1,0,0,0,180000.0,0,3,1,4,0,0,0,1,2,32.5,8.2,52,0,0.0,0,0
5041885,1,0,0,1,112500.0,0,1,2,4,1,1,0,1,2,27.5,7.0,50,0,0.0,0,0
5041886,1,0,0,1,112500.0,0,1,2,4,1,1,0,1,2,27.5,7.0,4,0,0.0,0,0
5041894,1,0,0,0,135000.0,0,1,1,4,1,1,0,2,2,43.4,4.2,26,0,0.0,0,0
5041895,1,0,0,0,135000.0,0,1,1,4,1,1,0,2,2,43.4,4.2,3,0,0.0,0,0
5041896,1,0,0,0,135000.0,0,1,1,4,1,1,0,2,2,43.4,4.2,18,0,0.0,0,0
5041898,1,0,0,0,135000.0,0,1,1,4,1,1,0,2,2,43.4,4.2,26,0,0.0,0,0
5041899,1,0,0,0,135000.0,0,1,1,4,1,1,0,2,2,43.4,4.2,37,0,0.0,0,0
5041900,1,0,0,0,135000.0,0,1,1,4,1,1,0,2,2,43.4,4.2,26,0,0.0,0,0
5041901,1,0,0,0,135000.0,0,1,1,4,1,1,0,2,2,43.4,4.2,11,0,0.0,0,0
5041902,1,0,0,0,135000.0,0,1,1,4,1,1,0,2,2,43.4,4.2,3,0,0.0,0,0
5041903,1,0,0,0,135000.0,0,1,1,4,1,1,0,2,2,43.4,4.2,7,0,0.0,0,0
5041904,1,0,0,0,135000.0,0,1,1,4,1,1,0,2,2,43.4,4.2,11,0,0.0,0,0
5041905,1,0,0,0,135000.0,0,1,1,4,1,1,0,2,2,43.4,4.2,26,0,0.0,0,0
5041906,1,0,0,0,135000.0,0,1,1,4,1,1,0,2,2,43.4,4.2,26,0,0.0,0,0
5041907,1,0,0,0,135000.0,0,1,1,4,1,1,0,2,2,43.4,4.2,3,0,0.0,0,0
5041908,1,0,0,0,202500.0,0,1,1,4,0,1,0,0,2,52.1,1.2,38,0,0.0,0,0
5041909,1,0,0,0,202500.0,0,1,1,4,0,1,0,0,2,52.1,1.2,23,0,0.0,0,0
5041910,1,0,0,0,67500.0,0,1,1,4,0,1,0,0,2,50.9,9.3,29,0,0.0,0,0
5041911,1,0,0,0,67500.0,0,1,1,4,0,1,0,0,2,50.9,9.3,22,0,0.0,0,0
5041912,1,0,0,0,67500.0,0,1,1,4,0,1,0,0,2,50.9,9.3,28,0,0.0,0,0
5041913,1,0,0,0,67500.0,0,1,1,4,0,1,0,0,2,50.9,9.3,29,0,0.0,0,0
5041914,1,0,0,0,67500.0,0,1,1,4,0,1,0,0,2,50.9,9.3,25,1,0.08,2,0
5041915,1,0,0,0,67500.0,0,1,1,4,0,1,0,0,2,50.9,9.3,24,0,0.0,0,0
5041916,1,0,0,0,67500.0,0,1,1,4,0,1,0,0,2,50.9,9.3,11,0,0.0,0,0
5041917,0,0,0,0,99000.0,1,1,3,4,0,0,0,0,2,27.3,1.1,3,0,0.0,0,0
5041918,0,0,0,0,99000.0,1,1,3,4,0,0,0,0,2,27.3,1.1,3,0,0.0,0,0
5041919,0,0,0,0,135000.0,2,1,1,4,0,1,0,18,2,62.3,0.0,20,0,0.0,0,0
5041921,0,0,0,0,135000.0,2,1,1,4,0,1,0,18,2,62.3,0.0,21,0,0.0,0,0
5041922,0,0,0,0,135000.0,2,1,1,4,0,1,0,18,2,62.3,0.0,31,0,0.0,0,0
5041923,0,0,0,0,135000.0,2,1,1,4,0,1,0,18,2,62.3,0.0,31,0,0.0,0,0
5041924,0,0,0,0,135000.0,2,1,1,4,0,1,0,18,2,62.3,0.0,11,0,0.0,0,0
5041925,0,1,0,0,157500.0,0,1,1,1,1,1,0,1,2,33.9,0.8,11,0,0.0,0,0
5041926,0,1,0,0,157500.0,0,1,1,1,1,1,0,1,2,33.9,0.8,34,0,0.0,0,0
5041927,0,1,0,0,157500.0,0,1,1,1,1,1,0,1,2,33.9,0.8,33,0,0.0,0,0
5041928,0,1,0,0,157500.0,0,1,1,1,1,1,0,1,2,33.9,0.8,34,0,0.0,0,0
5041929,0,1,0,0,157500.0,0,1,1,1,1,1,0,1,2,33.9,0.8,2,0,0.0,0,0
5041930,0,0,0,0,121500.0,0,1,1,4,0,1,0,0,2,28.2,1.9,35,0,0.0,0,0
5041931,0,0,0,0,121500.0,0,1,1,4,0,1,0,0,2,28.2,1.9,20,0,0.0,0,0
5041932,0,0,0,0,121500.0,0,1,1,4,0,1,0,0,2,28.2,1.9,35,0,0.0,0,0
5041933,0,0,0,0,121500.0,0,1,1,4,0,1,0,0,2,28.2,1.9,20,0,0.0,0,0
5041934,0,0,0,0,121500.0,0,1,1,4,0,1,0,0,2,28.2,1.9,27,0,0.0,0,0
5041935,0,0,0,0,121500.0,0,1,1,4,0,1,0,0,2,28.2,1.9,20,0,0.0,0,0
5041936,0,0,0,0,121500.0,0,1,1,4,0,1,0,0,2,28.2,1.9,27,0,0.0,0,0
5041938,0,0,0,0,121500.0,0,1,1,4,0,1,0,0,2,28.2,1.9,15,0,0.0,0,0
5041940,0,0,0,0,121500.0,0,1,1,4,0,1,0,0,2,28.2,1.9,20,0,0.0,0,0
5041941,0,0,0,0,121500.0,0,1,1,4,0,1,0,0,2,28.2,1.9,16,0,0.0,0,0
5041946,1,0,0,0,405000.0,0,3,1,4,1,1,0,18,2,29.4,5.3,51,0,0.0,0,0
5041947,1,0,0,0,405000.0,0,3,1,4,1,1,0,18,2,29.4,5.3,38,0,0.0,0,0
5041948,1,0,0,0,405000.0,0,3,1,4,1,1,0,18,2,29.4,5.3,45,0,0.0,0,0
5097109,1,0,0,0,405000.0,0,3,1,4,1,1,0,18,2,29.4,5.3,36,0,0.0,0,0
5097110,1,0,0,0,405000.0,0,3,1,4,1,1,0,18,2,29.4,5.3,9,0,0.0,0,0
5041949,0,0,0,1,157500.0,0,1,1,4,1,0,0,5,3,31.9,4.4,54,0,0.0,0,0
5041950,0,0,0,1,157500.0,0,1,1,4,1,0,0,5,3,31.9,4.4,46,0,0.0,0,0
5041952,1,0,0,0,157500.0,2,1,1,4,0,0,0,18,2,55.5,0.0,10,0,0.0,0,0
5041953,1,0,0,0,157500.0,2,1,1,4,0,0,0,18,2,55.5,0.0,4,0,0.0,0,0
5041954,1,0,0,0,157500.0,2,1,1,4,0,0,0,18,2,55.5,0.0,9,0,0.0,0,0
5041955,1,0,0,0,157500.0,2,1,1,4,0,0,0,18,2,55.5,0.0,10,0,0.0,0,0
5041956,1,0,0,0,157500.0,2,1,1,4,0,0,0,18,2,55.5,0.0,11,0,0.0,0,0
5041957,1,0,0,0,157500.0,2,1,1,4,0,0,0,18,2,55.5,0.0,10,0,0.0,0,0
5041958,1,0,0,0,157500.0,2,1,1,4,0,0,0,18,2,55.5,0.0,11,0,0.0,0,0
5097111,1,0,0,0,157500.0,2,1,1,4,0,0,0,18,2,55.5,0.0,9,0,0.0,0,0
5041959,1,1,0,0,112500.0,0,1,1,4,1,1,0,7,2,37.0,4.8,42,0,0.0,0,0
5041960,1,1,0,0,112500.0,0,1,1,4,1,1,0,7,2,37.0,4.8,9,0,0.0,0,0
5041961,1,1,0,0,112500.0,0,1,1,4,1,1,0,7,2,37.0,4.8,2,0,0.0,0,0
5097112,1,1,0,0,112500.0,0,1,1,4,1,1,0,7,2,37.0,4.8,9,0,0.0,0,0
5041962,1,0,0,0,157500.0,0,1,3,0,1,1,0,12,2,30.1,3.9,50,0,0.0,0,0
5041963,1,0,0,0,157500.0,0,1,3,0,1,1,0,12,2,30.1,3.9,6,0,0.0,0,0
5041964,1,0,0,0,157500.0,0,1,3,0,1,1,0,12,2,30.1,3.9,4,0,0.0,0,0
5041967,1,0,0,0,211500.0,1,3,1,0,1,1,0,0,2,40.1,12.8,55,0,0.0,0,0
5041968,1,0,0,0,211500.0,1,3,1,0,1,1,0,0,2,40.1,12.8,38,0,0.0,0,0
5041969,1,0,0,0,211500.0,1,3,1,0,1,1,0,0,2,40.1,12.8,24,0,0.0,0,0
5041971,1,0,0,0,211500.0,1,3,1,0,1,1,0,0,2,40.1,12.8,31,0,0.0,0,0
5041972,1,0,0,0,211500.0,1,3,1,0,1,1,0,0,2,40.1,12.8,51,0,0.0,0,0
